"Methodology *","Site *","Management *","Sample date: Year *","Sample date: Month *","Sample date: Day *","Depth *","Transect number *","Benthic attribute *"
"photo transect","11","Reserve",2021,3,6,NA,3,"Acropora cervicornis"
"photo transect","NMSF1","Reserve",NA,NA,NA,NA,2,"Palythoa"
"photo transect","11","Reserve",2021,3,6,NA,3,"Acropora palmata"
"photo transect","11","Reserve",2021,3,6,NA,3,"Agaricia"
"photo transect","11","Reserve",2021,3,6,NA,3,"Agaricia tenuifolia"
"photo transect","11","Reserve",2021,3,6,NA,3,"Colpophyllia natans"
"photo transect","11","Reserve",2021,3,6,NA,3,"Dendrogyra cylindrus"
"photo transect","11","Reserve",2021,3,6,NA,3,"Diploria labyrinthiformis"
"photo transect","11","Reserve",2021,3,6,NA,3,"Diploria stigosa"
"photo transect","11","Reserve",2021,3,6,NA,3,NA
"photo transect","11","Reserve",2021,3,6,NA,3,"Madracis auretenra"
"photo transect","NMSF1","Reserve",NA,NA,NA,NA,2,NA
"photo transect","11","Reserve",2021,3,6,NA,3,"Madracis decactis"
"photo transect","11","Reserve",2021,3,6,NA,3,"Madracis"
"photo transect","11","Reserve",2021,3,6,NA,3,"Montastrea franksi"
"photo transect","11","Reserve",2021,3,6,NA,3,"Millepora alcicornis"
"photo transect","11","Reserve",2021,3,6,NA,3,"Millepora complanata"
"photo transect","11","Reserve",2021,3,6,NA,3,NA
"photo transect","11","Reserve",2021,3,6,NA,3,"Millepora"
"photo transect","11","Reserve",2021,3,6,NA,3,"Millepora"
"photo transect","11","Reserve",2021,3,6,NA,3,"Meandrina meandrites"
"photo transect","NMSF1","Reserve",NA,NA,NA,NA,2,NA
"photo transect","11","Reserve",2021,3,6,NA,3,"Montastrea annularis"
"photo transect","11","Reserve",2021,3,6,NA,3,"Montastrea"
"photo transect","11","Reserve",2021,3,6,NA,3,"Palythoa"
"photo transect","11","Reserve",2021,3,6,NA,3,"Porites astreoides"
"photo transect","11","Reserve",2021,3,6,NA,3,"Porites divaricata"
"photo transect","11","Reserve",2021,3,6,NA,3,"Porites furcata"
"photo transect","11","Reserve",2021,3,6,NA,3,"Porites"
"photo transect","11","Reserve",2021,3,6,NA,3,"Porites porites"
"photo transect","11","Reserve",2021,3,6,NA,3,"Pseudodiploria strigosa"
"photo transect","NMSF1","Reserve",NA,NA,NA,NA,2,NA
"photo transect","11","Reserve",2021,3,6,NA,3,NA
"photo transect","11","Reserve",2021,3,6,NA,3,"Siderastrea"
"photo transect","11","Reserve",2021,3,6,NA,3,"Stephanocoenia intersepta"
"photo transect","11","Reserve",2021,3,6,NA,3,"Eunicea"
"photo transect","11","Reserve",2021,3,6,NA,3,"Gorgonia"
"photo transect","11","Reserve",2021,3,6,NA,3,"Muricea"
"photo transect","11","Reserve",2021,3,6,NA,3,NA
"photo transect","11","Reserve",2021,3,6,NA,3,NA
"photo transect","11","Reserve",2021,3,6,NA,3,NA
"photo transect","22","Reserve",2021,3,8,NA,1,NA
"photo transect","NMSF1","Reserve",NA,NA,NA,NA,2,"Agaricia"
"photo transect","11","Reserve",2021,3,6,NA,3,"Plexaura"
"photo transect","11","Reserve",2021,3,6,NA,3,"Plexaurella"
"photo transect","11","Reserve",2021,3,6,NA,3,"Antillogorgia bipinnata"
"photo transect","11","Reserve",2021,3,6,NA,3,"Pseudoplexaura"
"photo transect","11","Reserve",2021,3,6,NA,3,"Pseudopterogorgia"
"photo transect","11","Reserve",2021,3,6,NA,3,"Amphimedon compressa"
"photo transect","11","Reserve",2021,3,6,NA,3,"Cliona"
"photo transect","11","Reserve",2021,3,6,NA,3,NA
"photo transect","11","Reserve",2021,3,6,NA,3,NA
"photo transect","NMSF1","Reserve",NA,NA,NA,NA,2,NA
"photo transect","11","Reserve",2021,3,6,NA,3,NA
"photo transect","11","Reserve",2021,3,6,NA,3,NA
"photo transect","11","Reserve",2021,3,6,NA,3,NA
"photo transect","11","Reserve",2021,3,6,NA,3,NA
"photo transect","11","Reserve",2021,3,6,NA,3,NA
"photo transect","11","Reserve",2021,3,6,NA,3,NA
"photo transect","11","Reserve",2021,3,6,NA,3,NA
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,3,NA
"photo transect","11","Reserve",2021,3,6,NA,3,NA
"photo transect","11","Reserve",2021,3,6,NA,3,NA
"photo transect","NMSF1","Reserve",NA,NA,NA,NA,2,NA
"photo transect","11","Reserve",2021,3,6,NA,3,NA
"photo transect","11","Reserve",2021,3,6,NA,3,"Dictyota"
"photo transect","11","Reserve",2021,3,6,NA,3,NA
"photo transect","11","Reserve",2021,3,6,NA,3,NA
"photo transect","11","Reserve",2021,3,6,NA,3,"Lobophora"
"photo transect","11","Reserve",2021,3,6,NA,3,NA
"photo transect","MBPC-8","Reserve",NA,NA,NA,NA,1,NA
"photo transect","11","Reserve",2021,3,6,NA,3,NA
"photo transect","11","Reserve",2021,3,6,NA,3,NA
"photo transect","11","Reserve",2021,3,6,NA,3,NA
"photo transect","11","Reserve",2021,3,6,NA,3,NA
"photo transect","NMSF1","Reserve",NA,NA,NA,NA,2,NA
"photo transect","11","Reserve",2021,3,6,NA,3,NA
"photo transect","11","Reserve",2021,3,6,NA,3,NA
"photo transect","11","Reserve",2021,3,6,NA,3,"Thalassia hemprichii"
"photo transect","11","Reserve",2021,3,6,NA,3,"Thalassia testudinum"
"photo transect","17","Reserve",2021,3,6,NA,3,"Acropora cervicornis"
"photo transect","17","Reserve",2021,3,6,NA,3,"Acropora palmata"
"photo transect","17","Reserve",2021,3,6,NA,3,"Agaricia"
"photo transect","17","Reserve",2021,3,6,NA,3,"Agaricia tenuifolia"
"photo transect","17","Reserve",2021,3,6,NA,3,"Colpophyllia natans"
"photo transect","NMSF1","Reserve",NA,NA,NA,NA,2,"Gorgonia"
"photo transect","17","Reserve",2021,3,6,NA,3,"Dendrogyra cylindrus"
"photo transect","17","Reserve",2021,3,6,NA,3,"Diploria labyrinthiformis"
"photo transect","17","Reserve",2021,3,6,NA,3,"Diploria stigosa"
"photo transect","17","Reserve",2021,3,6,NA,3,NA
"photo transect","17","Reserve",2021,3,6,NA,3,"Madracis auretenra"
"photo transect","17","Reserve",2021,3,6,NA,3,"Madracis decactis"
"photo transect","17","Reserve",2021,3,6,NA,3,"Madracis"
"photo transect","17","Reserve",2021,3,6,NA,3,"Montastrea franksi"
"photo transect","17","Reserve",2021,3,6,NA,3,"Millepora alcicornis"
"photo transect","NMSF1","Reserve",NA,NA,NA,NA,2,NA
"photo transect","17","Reserve",2021,3,6,NA,3,"Millepora complanata"
"photo transect","17","Reserve",2021,3,6,NA,3,NA
"photo transect","17","Reserve",2021,3,6,NA,3,"Millepora"
"photo transect","17","Reserve",2021,3,6,NA,3,"Millepora"
"photo transect","17","Reserve",2021,3,6,NA,3,"Meandrina meandrites"
"photo transect","17","Reserve",2021,3,6,NA,3,"Montastrea annularis"
"photo transect","17","Reserve",2021,3,6,NA,3,"Montastrea"
"photo transect","17","Reserve",2021,3,6,NA,3,"Palythoa"
"photo transect","17","Reserve",2021,3,6,NA,3,"Porites astreoides"
"photo transect","17","Reserve",2021,3,6,NA,3,"Porites divaricata"
"photo transect","17","Reserve",2021,3,6,NA,3,"Porites furcata"
"photo transect","17","Reserve",2021,3,6,NA,3,"Porites"
"photo transect","17","Reserve",2021,3,6,NA,3,"Porites porites"
"photo transect","17","Reserve",2021,3,6,NA,3,"Pseudodiploria strigosa"
"photo transect","17","Reserve",2021,3,6,NA,3,NA
"photo transect","17","Reserve",2021,3,6,NA,3,"Siderastrea"
"photo transect","17","Reserve",2021,3,6,NA,3,"Stephanocoenia intersepta"
"photo transect","NMSF1","Reserve",NA,NA,NA,NA,2,"Plexaura"
"photo transect","17","Reserve",2021,3,6,NA,3,"Eunicea"
"photo transect","17","Reserve",2021,3,6,NA,3,"Gorgonia"
"photo transect","17","Reserve",2021,3,6,NA,3,"Muricea"
"photo transect","17","Reserve",2021,3,6,NA,3,NA
"photo transect","17","Reserve",2021,3,6,NA,3,NA
"photo transect","17","Reserve",2021,3,6,NA,3,NA
"photo transect","17","Reserve",2021,3,6,NA,3,"Plexaura"
"photo transect","17","Reserve",2021,3,6,NA,3,"Plexaurella"
"photo transect","17","Reserve",2021,3,6,NA,3,"Antillogorgia bipinnata"
"photo transect","NMSF1","Reserve",NA,NA,NA,NA,2,NA
"photo transect","17","Reserve",2021,3,6,NA,3,"Pseudoplexaura"
"photo transect","17","Reserve",2021,3,6,NA,3,"Pseudopterogorgia"
"photo transect","17","Reserve",2021,3,6,NA,3,"Amphimedon compressa"
"photo transect","17","Reserve",2021,3,6,NA,3,"Cliona"
"photo transect","17","Reserve",2021,3,6,NA,3,NA
"photo transect","17","Reserve",2021,3,6,NA,3,NA
"photo transect","17","Reserve",2021,3,6,NA,3,NA
"photo transect","17","Reserve",2021,3,6,NA,3,NA
"photo transect","17","Reserve",2021,3,6,NA,3,NA
"photo transect","NMSF1","Reserve",NA,NA,NA,NA,2,"Diploria stigosa"
"photo transect","17","Reserve",2021,3,6,NA,3,NA
"photo transect","17","Reserve",2021,3,6,NA,3,NA
"photo transect","17","Reserve",2021,3,6,NA,3,NA
"photo transect","17","Reserve",2021,3,6,NA,3,NA
"photo transect","17","Reserve",2021,3,6,NA,3,NA
"photo transect","17","Reserve",2021,3,6,NA,3,NA
"photo transect","17","Reserve",2021,3,6,NA,3,NA
"photo transect","17","Reserve",2021,3,6,NA,3,"Dictyota"
"photo transect","17","Reserve",2021,3,6,NA,3,NA
"photo transect","22","Reserve",2021,3,8,NA,1,NA
"photo transect","NMSF1","Reserve",NA,NA,NA,NA,2,"Siderastrea"
"photo transect","17","Reserve",2021,3,6,NA,3,NA
"photo transect","17","Reserve",2021,3,6,NA,3,"Lobophora"
"photo transect","17","Reserve",2021,3,6,NA,3,NA
"photo transect","17","Reserve",2021,3,6,NA,3,NA
"photo transect","17","Reserve",2021,3,6,NA,3,NA
"photo transect","17","Reserve",2021,3,6,NA,3,NA
"photo transect","17","Reserve",2021,3,6,NA,3,NA
"photo transect","17","Reserve",2021,3,6,NA,3,NA
"photo transect","17","Reserve",2021,3,6,NA,3,NA
"photo transect","NMSF1","Reserve",NA,NA,NA,NA,2,"Acropora palmata"
"photo transect","17","Reserve",2021,3,6,NA,3,"Thalassia hemprichii"
"photo transect","17","Reserve",2021,3,6,NA,3,"Thalassia testudinum"
"photo transect","18","Reserve",2021,3,6,NA,2,"Acropora cervicornis"
"photo transect","18","Reserve",2021,3,6,NA,2,"Acropora palmata"
"photo transect","18","Reserve",2021,3,6,NA,2,"Agaricia"
"photo transect","18","Reserve",2021,3,6,NA,2,"Agaricia tenuifolia"
"photo transect","18","Reserve",2021,3,6,NA,2,"Colpophyllia natans"
"photo transect","18","Reserve",2021,3,6,NA,2,"Dendrogyra cylindrus"
"photo transect","18","Reserve",2021,3,6,NA,2,"Diploria labyrinthiformis"
"photo transect","NMSF1","Reserve",NA,NA,NA,NA,2,"Pseudopterogorgia"
"photo transect","18","Reserve",2021,3,6,NA,2,"Diploria stigosa"
"photo transect","18","Reserve",2021,3,6,NA,2,NA
"photo transect","18","Reserve",2021,3,6,NA,2,"Madracis auretenra"
"photo transect","18","Reserve",2021,3,6,NA,2,"Madracis decactis"
"photo transect","18","Reserve",2021,3,6,NA,2,"Madracis"
"photo transect","MBPC-8","Reserve",NA,NA,NA,NA,1,"Porites"
"photo transect","18","Reserve",2021,3,6,NA,2,"Montastrea franksi"
"photo transect","18","Reserve",2021,3,6,NA,2,"Millepora alcicornis"
"photo transect","18","Reserve",2021,3,6,NA,2,"Millepora complanata"
"photo transect","18","Reserve",2021,3,6,NA,2,NA
"photo transect","18","Reserve",2021,3,6,NA,2,"Millepora"
"photo transect","NMSF1","Reserve",NA,NA,NA,NA,2,"Cliona"
"photo transect","18","Reserve",2021,3,6,NA,2,"Millepora"
"photo transect","18","Reserve",2021,3,6,NA,2,"Meandrina meandrites"
"photo transect","18","Reserve",2021,3,6,NA,2,"Montastrea annularis"
"photo transect","18","Reserve",2021,3,6,NA,2,"Montastrea"
"photo transect","18","Reserve",2021,3,6,NA,2,"Palythoa"
"photo transect","18","Reserve",2021,3,6,NA,2,"Porites astreoides"
"photo transect","18","Reserve",2021,3,6,NA,2,"Porites divaricata"
"photo transect","18","Reserve",2021,3,6,NA,2,"Porites furcata"
"photo transect","18","Reserve",2021,3,6,NA,2,"Porites"
"photo transect","18","Reserve",2021,3,6,NA,2,"Porites porites"
"photo transect","18","Reserve",2021,3,6,NA,2,"Pseudodiploria strigosa"
"photo transect","18","Reserve",2021,3,6,NA,2,NA
"photo transect","18","Reserve",2021,3,6,NA,2,"Siderastrea"
"photo transect","18","Reserve",2021,3,6,NA,2,"Stephanocoenia intersepta"
"photo transect","18","Reserve",2021,3,6,NA,2,"Eunicea"
"photo transect","18","Reserve",2021,3,6,NA,2,"Gorgonia"
"photo transect","18","Reserve",2021,3,6,NA,2,"Muricea"
"photo transect","18","Reserve",2021,3,6,NA,2,NA
"photo transect","18","Reserve",2021,3,6,NA,2,NA
"photo transect","18","Reserve",2021,3,6,NA,2,NA
"photo transect","18","Reserve",2021,3,6,NA,2,"Plexaura"
"photo transect","18","Reserve",2021,3,6,NA,2,"Plexaurella"
"photo transect","18","Reserve",2021,3,6,NA,2,"Antillogorgia bipinnata"
"photo transect","18","Reserve",2021,3,6,NA,2,"Pseudoplexaura"
"photo transect","18","Reserve",2021,3,6,NA,2,"Pseudopterogorgia"
"photo transect","18","Reserve",2021,3,6,NA,2,"Amphimedon compressa"
"photo transect","18","Reserve",2021,3,6,NA,2,"Cliona"
"photo transect","18","Reserve",2021,3,6,NA,2,NA
"photo transect","18","Reserve",2021,3,6,NA,2,NA
"photo transect","18","Reserve",2021,3,6,NA,2,NA
"photo transect","18","Reserve",2021,3,6,NA,2,NA
"photo transect","18","Reserve",2021,3,6,NA,2,NA
"photo transect","18","Reserve",2021,3,6,NA,2,NA
"photo transect","18","Reserve",2021,3,6,NA,2,NA
"photo transect","18","Reserve",2021,3,6,NA,2,NA
"photo transect","18","Reserve",2021,3,6,NA,2,NA
"photo transect","18","Reserve",2021,3,6,NA,2,NA
"photo transect","18","Reserve",2021,3,6,NA,2,NA
"photo transect","18","Reserve",2021,3,6,NA,2,NA
"photo transect","18","Reserve",2021,3,6,NA,2,"Dictyota"
"photo transect","18","Reserve",2021,3,6,NA,2,NA
"photo transect","18","Reserve",2021,3,6,NA,2,NA
"photo transect","18","Reserve",2021,3,6,NA,2,"Lobophora"
"photo transect","18","Reserve",2021,3,6,NA,2,NA
"photo transect","18","Reserve",2021,3,6,NA,2,NA
"photo transect","18","Reserve",2021,3,6,NA,2,NA
"photo transect","18","Reserve",2021,3,6,NA,2,NA
"photo transect","18","Reserve",2021,3,6,NA,2,NA
"photo transect","18","Reserve",2021,3,6,NA,2,NA
"photo transect","18","Reserve",2021,3,6,NA,2,NA
"photo transect","18","Reserve",2021,3,6,NA,2,"Thalassia hemprichii"
"photo transect","18","Reserve",2021,3,6,NA,2,"Thalassia testudinum"
"photo transect","18","Reserve",2021,3,6,NA,3,"Acropora cervicornis"
"photo transect","18","Reserve",2021,3,6,NA,3,"Acropora palmata"
"photo transect","18","Reserve",2021,3,6,NA,3,"Agaricia"
"photo transect","18","Reserve",2021,3,6,NA,3,"Agaricia tenuifolia"
"photo transect","18","Reserve",2021,3,6,NA,3,"Colpophyllia natans"
"photo transect","18","Reserve",2021,3,6,NA,3,"Dendrogyra cylindrus"
"photo transect","18","Reserve",2021,3,6,NA,3,"Diploria labyrinthiformis"
"photo transect","18","Reserve",2021,3,6,NA,3,"Diploria stigosa"
"photo transect","18","Reserve",2021,3,6,NA,3,NA
"photo transect","18","Reserve",2021,3,6,NA,3,"Madracis auretenra"
"photo transect","22","Reserve",2021,3,8,NA,1,NA
"photo transect","18","Reserve",2021,3,6,NA,3,"Madracis decactis"
"photo transect","18","Reserve",2021,3,6,NA,3,"Madracis"
"photo transect","18","Reserve",2021,3,6,NA,3,"Montastrea franksi"
"photo transect","18","Reserve",2021,3,6,NA,3,"Millepora alcicornis"
"photo transect","18","Reserve",2021,3,6,NA,3,"Millepora complanata"
"photo transect","18","Reserve",2021,3,6,NA,3,NA
"photo transect","18","Reserve",2021,3,6,NA,3,"Millepora"
"photo transect","18","Reserve",2021,3,6,NA,3,"Millepora"
"photo transect","18","Reserve",2021,3,6,NA,3,"Meandrina meandrites"
"photo transect","18","Reserve",2021,3,6,NA,3,"Montastrea annularis"
"photo transect","18","Reserve",2021,3,6,NA,3,"Montastrea"
"photo transect","18","Reserve",2021,3,6,NA,3,"Palythoa"
"photo transect","18","Reserve",2021,3,6,NA,3,"Porites astreoides"
"photo transect","18","Reserve",2021,3,6,NA,3,"Porites divaricata"
"photo transect","18","Reserve",2021,3,6,NA,3,"Porites furcata"
"photo transect","18","Reserve",2021,3,6,NA,3,"Porites"
"photo transect","18","Reserve",2021,3,6,NA,3,"Porites porites"
"photo transect","18","Reserve",2021,3,6,NA,3,"Pseudodiploria strigosa"
"photo transect","18","Reserve",2021,3,6,NA,3,NA
"photo transect","18","Reserve",2021,3,6,NA,3,"Siderastrea"
"photo transect","18","Reserve",2021,3,6,NA,3,"Stephanocoenia intersepta"
"photo transect","18","Reserve",2021,3,6,NA,3,"Eunicea"
"photo transect","MBPC-8","Reserve",NA,NA,NA,NA,2,"Agaricia"
"photo transect","18","Reserve",2021,3,6,NA,3,"Gorgonia"
"photo transect","18","Reserve",2021,3,6,NA,3,"Muricea"
"photo transect","18","Reserve",2021,3,6,NA,3,NA
"photo transect","18","Reserve",2021,3,6,NA,3,NA
"photo transect","18","Reserve",2021,3,6,NA,3,NA
"photo transect","18","Reserve",2021,3,6,NA,3,"Plexaura"
"photo transect","18","Reserve",2021,3,6,NA,3,"Plexaurella"
"photo transect","18","Reserve",2021,3,6,NA,3,"Antillogorgia bipinnata"
"photo transect","18","Reserve",2021,3,6,NA,3,"Pseudoplexaura"
"photo transect","18","Reserve",2021,3,6,NA,3,"Pseudopterogorgia"
"photo transect","18","Reserve",2021,3,6,NA,3,"Amphimedon compressa"
"photo transect","18","Reserve",2021,3,6,NA,3,"Cliona"
"photo transect","18","Reserve",2021,3,6,NA,3,NA
"photo transect","18","Reserve",2021,3,6,NA,3,NA
"photo transect","18","Reserve",2021,3,6,NA,3,NA
"photo transect","18","Reserve",2021,3,6,NA,3,NA
"photo transect","18","Reserve",2021,3,6,NA,3,NA
"photo transect","18","Reserve",2021,3,6,NA,3,NA
"photo transect","18","Reserve",2021,3,6,NA,3,NA
"photo transect","18","Reserve",2021,3,6,NA,3,NA
"photo transect","18","Reserve",2021,3,6,NA,3,NA
"photo transect","18","Reserve",2021,3,6,NA,3,NA
"photo transect","18","Reserve",2021,3,6,NA,3,NA
"photo transect","18","Reserve",2021,3,6,NA,3,NA
"photo transect","18","Reserve",2021,3,6,NA,3,"Dictyota"
"photo transect","18","Reserve",2021,3,6,NA,3,NA
"photo transect","18","Reserve",2021,3,6,NA,3,NA
"photo transect","18","Reserve",2021,3,6,NA,3,"Lobophora"
"photo transect","18","Reserve",2021,3,6,NA,3,NA
"photo transect","18","Reserve",2021,3,6,NA,3,NA
"photo transect","18","Reserve",2021,3,6,NA,3,NA
"photo transect","18","Reserve",2021,3,6,NA,3,NA
"photo transect","18","Reserve",2021,3,6,NA,3,NA
"photo transect","18","Reserve",2021,3,6,NA,3,NA
"photo transect","18","Reserve",2021,3,6,NA,3,NA
"photo transect","18","Reserve",2021,3,6,NA,3,"Thalassia hemprichii"
"photo transect","18","Reserve",2021,3,6,NA,3,"Thalassia testudinum"
"photo transect","18","Reserve",2021,3,6,NA,1,"Acropora cervicornis"
"photo transect","18","Reserve",2021,3,6,NA,1,"Acropora palmata"
"photo transect","18","Reserve",2021,3,6,NA,1,"Agaricia"
"photo transect","18","Reserve",2021,3,6,NA,1,"Agaricia tenuifolia"
"photo transect","18","Reserve",2021,3,6,NA,1,"Colpophyllia natans"
"photo transect","18","Reserve",2021,3,6,NA,1,"Dendrogyra cylindrus"
"photo transect","18","Reserve",2021,3,6,NA,1,"Diploria labyrinthiformis"
"photo transect","18","Reserve",2021,3,6,NA,1,"Diploria stigosa"
"photo transect","18","Reserve",2021,3,6,NA,1,NA
"photo transect","18","Reserve",2021,3,6,NA,1,"Madracis auretenra"
"photo transect","18","Reserve",2021,3,6,NA,1,"Madracis decactis"
"photo transect","18","Reserve",2021,3,6,NA,1,"Madracis"
"photo transect","18","Reserve",2021,3,6,NA,1,"Montastrea franksi"
"photo transect","18","Reserve",2021,3,6,NA,1,"Millepora alcicornis"
"photo transect","18","Reserve",2021,3,6,NA,1,"Millepora complanata"
"photo transect","18","Reserve",2021,3,6,NA,1,NA
"photo transect","18","Reserve",2021,3,6,NA,1,"Millepora"
"photo transect","18","Reserve",2021,3,6,NA,1,"Millepora"
"photo transect","18","Reserve",2021,3,6,NA,1,"Meandrina meandrites"
"photo transect","18","Reserve",2021,3,6,NA,1,"Montastrea annularis"
"photo transect","18","Reserve",2021,3,6,NA,1,"Montastrea"
"photo transect","18","Reserve",2021,3,6,NA,1,"Palythoa"
"photo transect","18","Reserve",2021,3,6,NA,1,"Porites astreoides"
"photo transect","18","Reserve",2021,3,6,NA,1,"Porites divaricata"
"photo transect","18","Reserve",2021,3,6,NA,1,"Porites furcata"
"photo transect","18","Reserve",2021,3,6,NA,1,"Porites"
"photo transect","18","Reserve",2021,3,6,NA,1,"Porites porites"
"photo transect","18","Reserve",2021,3,6,NA,1,"Pseudodiploria strigosa"
"photo transect","18","Reserve",2021,3,6,NA,1,NA
"photo transect","18","Reserve",2021,3,6,NA,1,"Siderastrea"
"photo transect","18","Reserve",2021,3,6,NA,1,"Stephanocoenia intersepta"
"photo transect","22","Reserve",2021,3,8,NA,1,NA
"photo transect","18","Reserve",2021,3,6,NA,1,"Eunicea"
"photo transect","18","Reserve",2021,3,6,NA,1,"Gorgonia"
"photo transect","18","Reserve",2021,3,6,NA,1,"Muricea"
"photo transect","18","Reserve",2021,3,6,NA,1,NA
"photo transect","18","Reserve",2021,3,6,NA,1,NA
"photo transect","18","Reserve",2021,3,6,NA,1,NA
"photo transect","18","Reserve",2021,3,6,NA,1,"Plexaura"
"photo transect","18","Reserve",2021,3,6,NA,1,"Plexaurella"
"photo transect","18","Reserve",2021,3,6,NA,1,"Antillogorgia bipinnata"
"photo transect","18","Reserve",2021,3,6,NA,1,"Pseudoplexaura"
"photo transect","18","Reserve",2021,3,6,NA,1,"Pseudopterogorgia"
"photo transect","18","Reserve",2021,3,6,NA,1,"Amphimedon compressa"
"photo transect","18","Reserve",2021,3,6,NA,1,"Cliona"
"photo transect","18","Reserve",2021,3,6,NA,1,NA
"photo transect","18","Reserve",2021,3,6,NA,1,NA
"photo transect","18","Reserve",2021,3,6,NA,1,NA
"photo transect","18","Reserve",2021,3,6,NA,1,NA
"photo transect","18","Reserve",2021,3,6,NA,1,NA
"photo transect","18","Reserve",2021,3,6,NA,1,NA
"photo transect","18","Reserve",2021,3,6,NA,1,NA
"photo transect","18","Reserve",2021,3,6,NA,1,NA
"photo transect","MBPC-8","Reserve",NA,NA,NA,NA,2,"Dictyota"
"photo transect","18","Reserve",2021,3,6,NA,1,NA
"photo transect","18","Reserve",2021,3,6,NA,1,NA
"photo transect","18","Reserve",2021,3,6,NA,1,NA
"photo transect","18","Reserve",2021,3,6,NA,1,NA
"photo transect","18","Reserve",2021,3,6,NA,1,"Dictyota"
"photo transect","18","Reserve",2021,3,6,NA,1,NA
"photo transect","18","Reserve",2021,3,6,NA,1,NA
"photo transect","18","Reserve",2021,3,6,NA,1,"Lobophora"
"photo transect","18","Reserve",2021,3,6,NA,1,NA
"photo transect","18","Reserve",2021,3,6,NA,1,NA
"photo transect","18","Reserve",2021,3,6,NA,1,NA
"photo transect","18","Reserve",2021,3,6,NA,1,NA
"photo transect","18","Reserve",2021,3,6,NA,1,NA
"photo transect","18","Reserve",2021,3,6,NA,1,NA
"photo transect","18","Reserve",2021,3,6,NA,1,NA
"photo transect","18","Reserve",2021,3,6,NA,1,"Thalassia hemprichii"
"photo transect","18","Reserve",2021,3,6,NA,1,"Thalassia testudinum"
"photo transect","19","Reserve",2021,3,5,NA,2,"Acropora cervicornis"
"photo transect","19","Reserve",2021,3,5,NA,2,"Acropora palmata"
"photo transect","19","Reserve",2021,3,5,NA,2,"Agaricia"
"photo transect","19","Reserve",2021,3,5,NA,2,"Agaricia tenuifolia"
"photo transect","19","Reserve",2021,3,5,NA,2,"Colpophyllia natans"
"photo transect","19","Reserve",2021,3,5,NA,2,"Dendrogyra cylindrus"
"photo transect","19","Reserve",2021,3,5,NA,2,"Diploria labyrinthiformis"
"photo transect","19","Reserve",2021,3,5,NA,2,"Diploria stigosa"
"photo transect","19","Reserve",2021,3,5,NA,2,NA
"photo transect","19","Reserve",2021,3,5,NA,2,"Madracis auretenra"
"photo transect","19","Reserve",2021,3,5,NA,2,"Madracis decactis"
"photo transect","19","Reserve",2021,3,5,NA,2,"Madracis"
"photo transect","19","Reserve",2021,3,5,NA,2,"Montastrea franksi"
"photo transect","19","Reserve",2021,3,5,NA,2,"Millepora alcicornis"
"photo transect","19","Reserve",2021,3,5,NA,2,"Millepora complanata"
"photo transect","19","Reserve",2021,3,5,NA,2,NA
"photo transect","19","Reserve",2021,3,5,NA,2,"Millepora"
"photo transect","19","Reserve",2021,3,5,NA,2,"Millepora"
"photo transect","19","Reserve",2021,3,5,NA,2,"Meandrina meandrites"
"photo transect","19","Reserve",2021,3,5,NA,2,"Montastrea annularis"
"photo transect","19","Reserve",2021,3,5,NA,2,"Montastrea"
"photo transect","19","Reserve",2021,3,5,NA,2,"Palythoa"
"photo transect","19","Reserve",2021,3,5,NA,2,"Porites astreoides"
"photo transect","19","Reserve",2021,3,5,NA,2,"Porites divaricata"
"photo transect","19","Reserve",2021,3,5,NA,2,"Porites furcata"
"photo transect","19","Reserve",2021,3,5,NA,2,"Porites"
"photo transect","19","Reserve",2021,3,5,NA,2,"Porites porites"
"photo transect","19","Reserve",2021,3,5,NA,2,"Pseudodiploria strigosa"
"photo transect","19","Reserve",2021,3,5,NA,2,NA
"photo transect","19","Reserve",2021,3,5,NA,2,"Siderastrea"
"photo transect","19","Reserve",2021,3,5,NA,2,"Stephanocoenia intersepta"
"photo transect","19","Reserve",2021,3,5,NA,2,"Eunicea"
"photo transect","19","Reserve",2021,3,5,NA,2,"Gorgonia"
"photo transect","19","Reserve",2021,3,5,NA,2,"Muricea"
"photo transect","19","Reserve",2021,3,5,NA,2,NA
"photo transect","19","Reserve",2021,3,5,NA,2,NA
"photo transect","19","Reserve",2021,3,5,NA,2,NA
"photo transect","19","Reserve",2021,3,5,NA,2,"Plexaura"
"photo transect","19","Reserve",2021,3,5,NA,2,"Plexaurella"
"photo transect","19","Reserve",2021,3,5,NA,2,"Antillogorgia bipinnata"
"photo transect","19","Reserve",2021,3,5,NA,2,"Pseudoplexaura"
"photo transect","19","Reserve",2021,3,5,NA,2,"Pseudopterogorgia"
"photo transect","19","Reserve",2021,3,5,NA,2,"Amphimedon compressa"
"photo transect","19","Reserve",2021,3,5,NA,2,"Cliona"
"photo transect","19","Reserve",2021,3,5,NA,2,NA
"photo transect","19","Reserve",2021,3,5,NA,2,NA
"photo transect","19","Reserve",2021,3,5,NA,2,NA
"photo transect","19","Reserve",2021,3,5,NA,2,NA
"photo transect","19","Reserve",2021,3,5,NA,2,NA
"photo transect","19","Reserve",2021,3,5,NA,2,NA
"photo transect","19","Reserve",2021,3,5,NA,2,NA
"photo transect","19","Reserve",2021,3,5,NA,2,NA
"photo transect","22","Reserve",2021,3,8,NA,1,NA
"photo transect","19","Reserve",2021,3,5,NA,2,NA
